Ananas,Banane,Banane,DEF,Banane,Davon hat Jan die Banane bekommen.,DEF_infelicitous,stimuli//pineapple.bmp,stimuli//banana.bmp,stimuli//banana.bmp,5,18
Ananas,Banane,Ananas,INDEF,Ananas,Davon hat Jan eine Ananas bekommen.,INDEF_infelicitous,stimuli//pineapple.bmp,stimuli//banana.bmp,stimuli//pineapple.bmp,6,19
Ananas,Banane,Banane,INDEF,Banane,Davon hat Jan eine Banane bekommen.,INDEF_felicitous,stimuli//pineapple.bmp,stimuli//banana.bmp,stimuli//banana.bmp,4,20
Ananas,Banane,Ananas,DEF,Banane,Davon hat Jan die Banane bekommen.,DEF_false,stimuli//pineapple.bmp,stimuli//banana.bmp,stimuli//pineapple.bmp,1,21
Ananas,Banane,Banane,DEF,Ananas,Davon hat Jan die Ananas bekommen.,DEF_false,stimuli//pineapple.bmp,stimuli//banana.bmp,stimuli//banana.bmp,1,22
Ananas,Banane,Ananas,INDEF,Banane,Davon hat Jan eine Banane bekommen.,INDEF_false,stimuli//pineapple.bmp,stimuli//banana.bmp,stimuli//pineapple.bmp,2,23
Ananas,Banane,Banane,INDEF,Ananas,Davon hat Jan eine Ananas bekommen.,INDEF_false,stimuli//pineapple.bmp,stimuli//banana.bmp,stimuli//banana.bmp,2,24
Pflaume,Banane,Pflaume,DEF,Pflaume,Davon hat Jan die Pflaume bekommen.,DEF_felicitous,stimuli//plum.bmp,stimuli//banana.bmp,stimuli//plum.bmp,3,25
Pflaume,Banane,Banane,DEF,Banane,Davon hat Jan die Banane bekommen.,DEF_infelicitous,stimuli//plum.bmp,stimuli//banana.bmp,stimuli//banana.bmp,5,26
Pflaume,Banane,Pflaume,INDEF,Pflaume,Davon hat Jan eine Pflaume bekommen.,INDEF_infelicitous,stimuli//plum.bmp,stimuli//banana.bmp,stimuli//plum.bmp,6,27
Pflaume,Banane,Banane,INDEF,Banane,Davon hat Jan eine Banane bekommen.,INDEF_felicitous,stimuli//plum.bmp,stimuli//banana.bmp,stimuli//banana.bmp,4,28
Pflaume,Banane,Pflaume,DEF,Banane,Davon hat Jan die Banane bekommen.,DEF_false,stimuli//plum.bmp,stimuli//banana.bmp,stimuli//plum.bmp,1,29
Pflaume,Banane,Banane,DEF,Pflaume,Davon hat Jan die Pflaume bekommen.,DEF_false,stimuli//plum.bmp,stimuli//banana.bmp,stimuli//banana.bmp,1,30
Pflaume,Banane,Pflaume,INDEF,Banane,Davon hat Jan eine Banane bekommen.,INDEF_false,stimuli//plum.bmp,stimuli//banana.bmp,stimuli//plum.bmp,2,31
Pflaume,Banane,Banane,INDEF,Pflaume,Davon hat Jan eine Pflaume bekommen.,INDEF_false,stimuli//plum.bmp,stimuli//banana.bmp,stimuli//banana.bmp,2,32
Orange,Banane,Orange,DEF,Orange,Davon hat Jan die Orange bekommen.,DEF_felicitous,stimuli//orange.bmp,stimuli//banana.bmp,stimuli//orange.bmp,3,33
Orange,Banane,Banane,DEF,Banane,Davon hat Jan die Banane bekommen.,DEF_infelicitous,stimuli//orange.bmp,stimuli//banana.bmp,stimuli//banana.bmp,5,34
Orange,Banane,Orange,INDEF,Orange,Davon hat Jan eine Orange bekommen.,INDEF_infelicitous,stimuli//orange.bmp,stimuli//banana.bmp,stimuli//orange.bmp,6,35
Orange,Banane,Banane,INDEF,Banane,Davon hat Jan eine Banane bekommen.,INDEF_felicitous,stimuli//orange.bmp,stimuli//banana.bmp,stimuli//banana.bmp,4,36
Orange,Banane,Orange,DEF,Banane,Davon hat Jan die Banane bekommen.,DEF_false,stimuli//orange.bmp,stimuli//banana.bmp,stimuli//orange.bmp,1,37
Orange,Banane,Banane,DEF,Orange,Davon hat Jan die Orange bekommen.,DEF_false,stimuli//orange.bmp,stimuli//banana.bmp,stimuli//banana.bmp,1,38
Orange,Banane,Orange,INDEF,Banane,Davon hat Jan eine Banane bekommen.,INDEF_false,stimuli//orange.bmp,stimuli//banana.bmp,stimuli//orange.bmp,2,39
Orange,Banane,Banane,INDEF,Orange,Davon hat Jan eine Orange bekommen.,INDEF_false,stimuli//orange.bmp,stimuli//banana.bmp,stimuli//banana.bmp,2,40
Zitrone,Banane,Zitrone,DEF,Zitrone,Davon hat Jan die Zitrone bekommen.,DEF_felicitous,stimuli//lemon.bmp,stimuli//banana.bmp,stimuli//lemon.bmp,3,41
Zitrone,Banane,Banane,DEF,Banane,Davon hat Jan die Banane bekommen.,DEF_infelicitous,stimuli//lemon.bmp,stimuli//banana.bmp,stimuli//banana.bmp,5,42
Zitrone,Banane,Zitrone,INDEF,Zitrone,Davon hat Jan eine Zitrone bekommen.,INDEF_infelicitous,stimuli//lemon.bmp,stimuli//banana.bmp,stimuli//lemon.bmp,6,43
Zitrone,Banane,Banane,INDEF,Banane,Davon hat Jan eine Banane bekommen.,INDEF_felicitous,stimuli//lemon.bmp,stimuli//banana.bmp,stimuli//banana.bmp,4,44
Zitrone,Banane,Zitrone,DEF,Banane,Davon hat Jan die Banane bekommen.,DEF_false,stimuli//lemon.bmp,stimuli//banana.bmp,stimuli//lemon.bmp,1,45
Zitrone,Banane,Banane,DEF,Zitrone,Davon hat Jan die Zitrone bekommen.,DEF_false,stimuli//lemon.bmp,stimuli//banana.bmp,stimuli//banana.bmp,1,46
Zitrone,Banane,Zitrone,INDEF,Banane,Davon hat Jan eine Banane bekommen.,INDEF_false,stimuli//lemon.bmp,stimuli//banana.bmp,stimuli//lemon.bmp,2,47
Zitrone,Banane,Banane,INDEF,Zitrone,Davon hat Jan eine Zitrone bekommen.,INDEF_false,stimuli//lemon.bmp,stimuli//banana.bmp,stimuli//banana.bmp,2,48
Banane,Birne,Banane,DEF,Banane,Davon hat Jan die Banane bekommen.,DEF_felicitous,stimuli//banana.bmp,stimuli//pear.bmp,stimuli//banana.bmp,3,49
Banane,Birne,Birne,DEF,Birne,Davon hat Jan die Birne bekommen.,DEF_infelicitous,stimuli//banana.bmp,stimuli//pear.bmp,stimuli//pear.bmp,5,50
Banane,Birne,Banane,INDEF,Banane,Davon hat Jan eine Banane bekommen.,INDEF_infelicitous,stimuli//banana.bmp,stimuli//pear.bmp,stimuli//banana.bmp,6,51
Banane,Birne,Birne,INDEF,Birne,Davon hat Jan eine Birne bekommen.,INDEF_felicitous,stimuli//banana.bmp,stimuli//pear.bmp,stimuli//pear.bmp,4,52
Banane,Birne,Banane,DEF,Birne,Davon hat Jan die Birne bekommen.,DEF_false,stimuli//banana.bmp,stimuli//pear.bmp,stimuli//banana.bmp,1,53
Banane,Birne,Birne,DEF,Banane,Davon hat Jan die Banane bekommen.,DEF_false,stimuli//banana.bmp,stimuli//pear.bmp,stimuli//pear.bmp,1,54
Banane,Birne,Banane,INDEF,Birne,Davon hat Jan eine Birne bekommen.,INDEF_false,stimuli//banana.bmp,stimuli//pear.bmp,stimuli//banana.bmp,2,55
Banane,Birne,Birne,INDEF,Banane,Davon hat Jan eine Banane bekommen.,INDEF_false,stimuli//banana.bmp,stimuli//pear.bmp,stimuli//pear.bmp,2,56
Erdbeere,Birne,Erdbeere,DEF,Erdbeere,Davon hat Jan die Erdbeere bekommen.,DEF_felicitous,stimuli//strawberry.bmp,stimuli//pear.bmp,stimuli//strawberry.bmp,3,57
Erdbeere,Birne,Birne,DEF,Birne,Davon hat Jan die Birne bekommen.,DEF_infelicitous,stimuli//strawberry.bmp,stimuli//pear.bmp,stimuli//pear.bmp,5,58
Erdbeere,Birne,Erdbeere,INDEF,Erdbeere,Davon hat Jan eine Erdbeere bekommen.,INDEF_infelicitous,stimuli//strawberry.bmp,stimuli//pear.bmp,stimuli//strawberry.bmp,6,59
Erdbeere,Birne,Birne,INDEF,Birne,Davon hat Jan eine Birne bekommen.,INDEF_felicitous,stimuli//strawberry.bmp,stimuli//pear.bmp,stimuli//pear.bmp,4,60
Erdbeere,Birne,Erdbeere,DEF,Birne,Davon hat Jan die Birne bekommen.,DEF_false,stimuli//strawberry.bmp,stimuli//pear.bmp,stimuli//strawberry.bmp,1,61
Erdbeere,Birne,Birne,DEF,Erdbeere,Davon hat Jan die Erdbeere bekommen.,DEF_false,stimuli//strawberry.bmp,stimuli//pear.bmp,stimuli//pear.bmp,1,62
Erdbeere,Birne,Erdbeere,INDEF,Birne,Davon hat Jan eine Birne bekommen.,INDEF_false,stimuli//strawberry.bmp,stimuli//pear.bmp,stimuli//strawberry.bmp,2,63
Erdbeere,Birne,Birne,INDEF,Erdbeere,Davon hat Jan eine Erdbeere bekommen.,INDEF_false,stimuli//strawberry.bmp,stimuli//pear.bmp,stimuli//pear.bmp,2,64
Ananas,Birne,Ananas,DEF,Ananas,Davon hat Jan die Ananas bekommen.,DEF_felicitous,stimuli//pineapple.bmp,stimuli//pear.bmp,stimuli//pineapple.bmp,3,65
Ananas,Birne,Birne,DEF,Birne,Davon hat Jan die Birne bekommen.,DEF_infelicitous,stimuli//pineapple.bmp,stimuli//pear.bmp,stimuli//pear.bmp,5,66
Ananas,Birne,Ananas,INDEF,Ananas,Davon hat Jan eine Ananas bekommen.,INDEF_infelicitous,stimuli//pineapple.bmp,stimuli//pear.bmp,stimuli//pineapple.bmp,6,67
Ananas,Birne,Birne,INDEF,Birne,Davon hat Jan eine Birne bekommen.,INDEF_felicitous,stimuli//pineapple.bmp,stimuli//pear.bmp,stimuli//pear.bmp,4,68
Ananas,Birne,Ananas,DEF,Birne,Davon hat Jan die Birne bekommen.,DEF_false,stimuli//pineapple.bmp,stimuli//pear.bmp,stimuli//pineapple.bmp,1,69
Ananas,Birne,Birne,DEF,Ananas,Davon hat Jan die Ananas bekommen.,DEF_false,stimuli//pineapple.bmp,stimuli//pear.bmp,stimuli//pear.bmp,1,70
Ananas,Birne,Ananas,INDEF,Birne,Davon hat Jan eine Birne bekommen.,INDEF_false,stimuli//pineapple.bmp,stimuli//pear.bmp,stimuli//pineapple.bmp,2,71
Ananas,Birne,Birne,INDEF,Ananas,Davon hat Jan eine Ananas bekommen.,INDEF_false,stimuli//pineapple.bmp,stimuli//pear.bmp,stimuli//pear.bmp,2,72
Pflaume,Birne,Pflaume,DEF,Pflaume,Davon hat Jan die Pflaume bekommen.,DEF_felicitous,stimuli//plum.bmp,stimuli//pear.bmp,stimuli//plum.bmp,3,73
Pflaume,Birne,Birne,DEF,Birne,Davon hat Jan die Birne bekommen.,DEF_infelicitous,stimuli//plum.bmp,stimuli//pear.bmp,stimuli//pear.bmp,5,74
Pflaume,Birne,Pflaume,INDEF,Pflaume,Davon hat Jan eine Pflaume bekommen.,INDEF_infelicitous,stimuli//plum.bmp,stimuli//pear.bmp,stimuli//plum.bmp,6,75
Pflaume,Birne,Birne,INDEF,Birne,Davon hat Jan eine Birne bekommen.,INDEF_felicitous,stimuli//plum.bmp,stimuli//pear.bmp,stimuli//pear.bmp,4,76
Pflaume,Birne,Pflaume,DEF,Birne,Davon hat Jan die Birne bekommen.,DEF_false,stimuli//plum.bmp,stimuli//pear.bmp,stimuli//plum.bmp,1,77
Pflaume,Birne,Birne,DEF,Pflaume,Davon hat Jan die Pflaume bekommen.,DEF_false,stimuli//plum.bmp,stimuli//pear.bmp,stimuli//pear.bmp,1,78
Pflaume,Birne,Pflaume,INDEF,Birne,Davon hat Jan eine Birne bekommen.,INDEF_false,stimuli//plum.bmp,stimuli//pear.bmp,stimuli//plum.bmp,2,79
Pflaume,Birne,Birne,INDEF,Pflaume,Davon hat Jan eine Pflaume bekommen.,INDEF_false,stimuli//plum.bmp,stimuli//pear.bmp,stimuli//pear.bmp,2,80
Orange,Birne,Orange,DEF,Orange,Davon hat Jan die Orange bekommen.,DEF_felicitous,stimuli//orange.bmp,stimuli//pear.bmp,stimuli//orange.bmp,3,81
Orange,Birne,Birne,DEF,Birne,Davon hat Jan die Birne bekommen.,DEF_infelicitous,stimuli//orange.bmp,stimuli//pear.bmp,stimuli//pear.bmp,5,82
Orange,Birne,Orange,INDEF,Orange,Davon hat Jan eine Orange bekommen.,INDEF_infelicitous,stimuli//orange.bmp,stimuli//pear.bmp,stimuli//orange.bmp,6,83
Orange,Birne,Birne,INDEF,Birne,Davon hat Jan eine Birne bekommen.,INDEF_felicitous,stimuli//orange.bmp,stimuli//pear.bmp,stimuli//pear.bmp,4,84
Orange,Birne,Orange,DEF,Birne,Davon hat Jan die Birne bekommen.,DEF_false,stimuli//orange.bmp,stimuli//pear.bmp,stimuli//orange.bmp,1,85
Orange,Birne,Birne,DEF,Orange,Davon hat Jan die Orange bekommen.,DEF_false,stimuli//orange.bmp,stimuli//pear.bmp,stimuli//pear.bmp,1,86
Orange,Birne,Orange,INDEF,Birne,Davon hat Jan eine Birne bekommen.,INDEF_false,stimuli//orange.bmp,stimuli//pear.bmp,stimuli//orange.bmp,2,87
Orange,Birne,Birne,INDEF,Orange,Davon hat Jan eine Orange bekommen.,INDEF_false,stimuli//orange.bmp,stimuli//pear.bmp,stimuli//pear.bmp,2,88
Zitrone,Birne,Zitrone,DEF,Zitrone,Davon hat Jan die Zitrone bekommen.,DEF_felicitous,stimuli//lemon.bmp,stimuli//pear.bmp,stimuli//lemon.bmp,3,89
Zitrone,Birne,Birne,DEF,Birne,Davon hat Jan die Birne bekommen.,DEF_infelicitous,stimuli//lemon.bmp,stimuli//pear.bmp,stimuli//pear.bmp,5,90
Zitrone,Birne,Zitrone,INDEF,Zitrone,Davon hat Jan eine Zitrone bekommen.,INDEF_infelicitous,stimuli//lemon.bmp,stimuli//pear.bmp,stimuli//lemon.bmp,6,91
Zitrone,Birne,Birne,INDEF,Birne,Davon hat Jan eine Birne bekommen.,INDEF_felicitous,stimuli//lemon.bmp,stimuli//pear.bmp,stimuli//pear.bmp,4,92
Zitrone,Birne,Zitrone,DEF,Birne,Davon hat Jan die Birne bekommen.,DEF_false,stimuli//lemon.bmp,stimuli//pear.bmp,stimuli//lemon.bmp,1,93
Zitrone,Birne,Birne,DEF,Zitrone,Davon hat Jan die Zitrone bekommen.,DEF_false,stimuli//lemon.bmp,stimuli//pear.bmp,stimuli//pear.bmp,1,94
Zitrone,Birne,Zitrone,INDEF,Birne,Davon hat Jan eine Birne bekommen.,INDEF_false,stimuli//lemon.bmp,stimuli//pear.bmp,stimuli//lemon.bmp,2,95
Zitrone,Birne,Birne,INDEF,Zitrone,Davon hat Jan eine Zitrone bekommen.,INDEF_false,stimuli//lemon.bmp,stimuli//pear.bmp,stimuli//pear.bmp,2,96
Banane,Erdbeere,Banane,DEF,Banane,Davon hat Jan die Banane bekommen.,DEF_felicitous,stimuli//banana.bmp,stimuli//strawberry.bmp,stimuli//banana.bmp,3,97
Banane,Erdbeere,Erdbeere,DEF,Erdbeere,Davon hat Jan die Erdbeere bekommen.,DEF_infelicitous,stimuli//banana.bmp,stimuli//strawberry.bmp,stimuli//strawberry.bmp,5,98
Banane,Erdbeere,Banane,INDEF,Banane,Davon hat Jan eine Banane bekommen.,INDEF_infelicitous,stimuli//banana.bmp,stimuli//strawberry.bmp,stimuli//banana.bmp,6,99
Banane,Erdbeere,Erdbeere,INDEF,Erdbeere,Davon hat Jan eine Erdbeere bekommen.,INDEF_felicitous,stimuli//banana.bmp,stimuli//strawberry.bmp,stimuli//strawberry.bmp,4,100
Banane,Erdbeere,Banane,DEF,Erdbeere,Davon hat Jan die Erdbeere bekommen.,DEF_false,stimuli//banana.bmp,stimuli//strawberry.bmp,stimuli//banana.bmp,1,101
Banane,Erdbeere,Erdbeere,DEF,Banane,Davon hat Jan die Banane bekommen.,DEF_false,stimuli//banana.bmp,stimuli//strawberry.bmp,stimuli//strawberry.bmp,1,102
Banane,Erdbeere,Banane,INDEF,Erdbeere,Davon hat Jan eine Erdbeere bekommen.,INDEF_false,stimuli//banana.bmp,stimuli//strawberry.bmp,stimuli//banana.bmp,2,103
Banane,Erdbeere,Erdbeere,INDEF,Banane,Davon hat Jan eine Banane bekommen.,INDEF_false,stimuli//banana.bmp,stimuli//strawberry.bmp,stimuli//strawberry.bmp,2,104
Birne,Erdbeere,Birne,DEF,Birne,Davon hat Jan die Birne bekommen.,DEF_felicitous,stimuli//pear.bmp,stimuli//strawberry.bmp,stimuli//pear.bmp,3,105
Birne,Erdbeere,Erdbeere,DEF,Erdbeere,Davon hat Jan die Erdbeere bekommen.,DEF_infelicitous,stimuli//pear.bmp,stimuli//strawberry.bmp,stimuli//strawberry.bmp,5,106
Birne,Erdbeere,Birne,INDEF,Birne,Davon hat Jan eine Birne bekommen.,INDEF_infelicitous,stimuli//pear.bmp,stimuli//strawberry.bmp,stimuli//pear.bmp,6,107
Birne,Erdbeere,Erdbeere,INDEF,Erdbeere,Davon hat Jan eine Erdbeere bekommen.,INDEF_felicitous,stimuli//pear.bmp,stimuli//strawberry.bmp,stimuli//strawberry.bmp,4,108
Birne,Erdbeere,Birne,DEF,Erdbeere,Davon hat Jan die Erdbeere bekommen.,DEF_false,stimuli//pear.bmp,stimuli//strawberry.bmp,stimuli//pear.bmp,1,109
Birne,Erdbeere,Erdbeere,DEF,Birne,Davon hat Jan die Birne bekommen.,DEF_false,stimuli//pear.bmp,stimuli//strawberry.bmp,stimuli//strawberry.bmp,1,110
Birne,Erdbeere,Birne,INDEF,Erdbeere,Davon hat Jan eine Erdbeere bekommen.,INDEF_false,stimuli//pear.bmp,stimuli//strawberry.bmp,stimuli//pear.bmp,2,111
Birne,Erdbeere,Erdbeere,INDEF,Birne,Davon hat Jan eine Birne bekommen.,INDEF_false,stimuli//pear.bmp,stimuli//strawberry.bmp,stimuli//strawberry.bmp,2,112
Ananas,Erdbeere,Ananas,DEF,Ananas,Davon hat Jan die Ananas bekommen.,DEF_felicitous,stimuli//pineapple.bmp,stimuli//strawberry.bmp,stimuli//pineapple.bmp,3,113
Ananas,Erdbeere,Erdbeere,DEF,Erdbeere,Davon hat Jan die Erdbeere bekommen.,DEF_infelicitous,stimuli//pineapple.bmp,stimuli//strawberry.bmp,stimuli//strawberry.bmp,5,114
Ananas,Erdbeere,Ananas,INDEF,Ananas,Davon hat Jan eine Ananas bekommen.,INDEF_infelicitous,stimuli//pineapple.bmp,stimuli//strawberry.bmp,stimuli//pineapple.bmp,6,115
Ananas,Erdbeere,Erdbeere,INDEF,Erdbeere,Davon hat Jan eine Erdbeere bekommen.,INDEF_felicitous,stimuli//pineapple.bmp,stimuli//strawberry.bmp,stimuli//strawberry.bmp,4,116
Ananas,Erdbeere,Ananas,DEF,Erdbeere,Davon hat Jan die Erdbeere bekommen.,DEF_false,stimuli//pineapple.bmp,stimuli//strawberry.bmp,stimuli//pineapple.bmp,1,117
Ananas,Erdbeere,Erdbeere,DEF,Ananas,Davon hat Jan die Ananas bekommen.,DEF_false,stimuli//pineapple.bmp,stimuli//strawberry.bmp,stimuli//strawberry.bmp,1,118
Ananas,Erdbeere,Ananas,INDEF,Erdbeere,Davon hat Jan eine Erdbeere bekommen.,INDEF_false,stimuli//pineapple.bmp,stimuli//strawberry.bmp,stimuli//pineapple.bmp,2,119
Ananas,Erdbeere,Erdbeere,INDEF,Ananas,Davon hat Jan eine Ananas bekommen.,INDEF_false,stimuli//pineapple.bmp,stimuli//strawberry.bmp,stimuli//strawberry.bmp,2,120
Pflaume,Erdbeere,Pflaume,DEF,Pflaume,Davon hat Jan die Pflaume bekommen.,DEF_felicitous,stimuli//plum.bmp,stimuli//strawberry.bmp,stimuli//plum.bmp,3,121
Pflaume,Erdbeere,Erdbeere,DEF,Erdbeere,Davon hat Jan die Erdbeere bekommen.,DEF_infelicitous,stimuli//plum.bmp,stimuli//strawberry.bmp,stimuli//strawberry.bmp,5,122
Pflaume,Erdbeere,Pflaume,INDEF,Pflaume,Davon hat Jan eine Pflaume bekommen.,INDEF_infelicitous,stimuli//plum.bmp,stimuli//strawberry.bmp,stimuli//plum.bmp,6,123
Pflaume,Erdbeere,Erdbeere,INDEF,Erdbeere,Davon hat Jan eine Erdbeere bekommen.,INDEF_felicitous,stimuli//plum.bmp,stimuli//strawberry.bmp,stimuli//strawberry.bmp,4,124
Pflaume,Erdbeere,Pflaume,DEF,Erdbeere,Davon hat Jan die Erdbeere bekommen.,DEF_false,stimuli//plum.bmp,stimuli//strawberry.bmp,stimuli//plum.bmp,1,125
Pflaume,Erdbeere,Erdbeere,DEF,Pflaume,Davon hat Jan die Pflaume bekommen.,DEF_false,stimuli//plum.bmp,stimuli//strawberry.bmp,stimuli//strawberry.bmp,1,126
Pflaume,Erdbeere,Pflaume,INDEF,Erdbeere,Davon hat Jan eine Erdbeere bekommen.,INDEF_false,stimuli//plum.bmp,stimuli//strawberry.bmp,stimuli//plum.bmp,2,127
Pflaume,Erdbeere,Erdbeere,INDEF,Pflaume,Davon hat Jan eine Pflaume bekommen.,INDEF_false,stimuli//plum.bmp,stimuli//strawberry.bmp,stimuli//strawberry.bmp,2,128
Orange,Erdbeere,Orange,DEF,Orange,Davon hat Jan die Orange bekommen.,DEF_felicitous,stimuli//orange.bmp,stimuli//strawberry.bmp,stimuli//orange.bmp,3,129
Orange,Erdbeere,Erdbeere,DEF,Erdbeere,Davon hat Jan die Erdbeere bekommen.,DEF_infelicitous,stimuli//orange.bmp,stimuli//strawberry.bmp,stimuli//strawberry.bmp,5,130
Orange,Erdbeere,Orange,INDEF,Orange,Davon hat Jan eine Orange bekommen.,INDEF_infelicitous,stimuli//orange.bmp,stimuli//strawberry.bmp,stimuli//orange.bmp,6,131
Orange,Erdbeere,Erdbeere,INDEF,Erdbeere,Davon hat Jan eine Erdbeere bekommen.,INDEF_felicitous,stimuli//orange.bmp,stimuli//strawberry.bmp,stimuli//strawberry.bmp,4,132
Orange,Erdbeere,Orange,DEF,Erdbeere,Davon hat Jan die Erdbeere bekommen.,DEF_false,stimuli//orange.bmp,stimuli//strawberry.bmp,stimuli//orange.bmp,1,133
Orange,Erdbeere,Erdbeere,DEF,Orange,Davon hat Jan die Orange bekommen.,DEF_false,stimuli//orange.bmp,stimuli//strawberry.bmp,stimuli//strawberry.bmp,1,134
Orange,Erdbeere,Orange,INDEF,Erdbeere,Davon hat Jan eine Erdbeere bekommen.,INDEF_false,stimuli//orange.bmp,stimuli//strawberry.bmp,stimuli//orange.bmp,2,135
Orange,Erdbeere,Erdbeere,INDEF,Orange,Davon hat Jan eine Orange bekommen.,INDEF_false,stimuli//orange.bmp,stimuli//strawberry.bmp,stimuli//strawberry.bmp,2,136
Zitrone,Erdbeere,Zitrone,DEF,Zitrone,Davon hat Jan die Zitrone bekommen.,DEF_felicitous,stimuli//lemon.bmp,stimuli//strawberry.bmp,stimuli//lemon.bmp,3,137
Zitrone,Erdbeere,Erdbeere,DEF,Erdbeere,Davon hat Jan die Erdbeere bekommen.,DEF_infelicitous,stimuli//lemon.bmp,stimuli//strawberry.bmp,stimuli//strawberry.bmp,5,138
Zitrone,Erdbeere,Zitrone,INDEF,Zitrone,Davon hat Jan eine Zitrone bekommen.,INDEF_infelicitous,stimuli//lemon.bmp,stimuli//strawberry.bmp,stimuli//lemon.bmp,6,139
Zitrone,Erdbeere,Erdbeere,INDEF,Erdbeere,Davon hat Jan eine Erdbeere bekommen.,INDEF_felicitous,stimuli//lemon.bmp,stimuli//strawberry.bmp,stimuli//strawberry.bmp,4,140
Zitrone,Erdbeere,Zitrone,DEF,Erdbeere,Davon hat Jan die Erdbeere bekommen.,DEF_false,stimuli//lemon.bmp,stimuli//strawberry.bmp,stimuli//lemon.bmp,1,141
Zitrone,Erdbeere,Erdbeere,DEF,Zitrone,Davon hat Jan die Zitrone bekommen.,DEF_false,stimuli//lemon.bmp,stimuli//strawberry.bmp,stimuli//strawberry.bmp,1,142
Zitrone,Erdbeere,Zitrone,INDEF,Erdbeere,Davon hat Jan eine Erdbeere bekommen.,INDEF_false,stimuli//lemon.bmp,stimuli//strawberry.bmp,stimuli//lemon.bmp,2,143
Zitrone,Erdbeere,Erdbeere,INDEF,Zitrone,Davon hat Jan eine Zitrone bekommen.,INDEF_false,stimuli//lemon.bmp,stimuli//strawberry.bmp,stimuli//strawberry.bmp,2,144
Banane,Ananas,Banane,DEF,Banane,Davon hat Jan die Banane bekommen.,DEF_felicitous,stimuli//banana.bmp,stimuli//pineapple.bmp,stimuli//banana.bmp,3,145
Banane,Ananas,Ananas,DEF,Ananas,Davon hat Jan die Ananas bekommen.,DEF_infelicitous,stimuli//banana.bmp,stimuli//pineapple.bmp,stimuli//pineapple.bmp,5,146
Banane,Ananas,Banane,INDEF,Banane,Davon hat Jan eine Banane bekommen.,INDEF_infelicitous,stimuli//banana.bmp,stimuli//pineapple.bmp,stimuli//banana.bmp,6,147
